"ETHNICITY","Ethnic group","YEAR","Year","SEX","Sex","AREA","Area","AGE","Age group",Value,Flags
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1042","Matapouri","999999","Total people - age group",147,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1043","Whangarei","999999","Total people - age group",43872,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1049","One Tree Point","999999","Total people - age group",1491,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1050","Ruakaka","999999","Total people - age group",2007,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1051","Whangarei Heads","999999","Total people - age group",762,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1052","Waipu","999999","Total people - age group",846,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1057","Other rural Kaipara District","999999","Total people - age group",9873,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1058","Ruawai","999999","Total people - age group",432,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1059","Paparoa","999999","Total people - age group",330,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1060","Pahi","999999","Total people - age group",180,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1065","Inlet Kaipara District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1066","Port Albert","999999","Total people - age group",126,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1067","Te Hana","999999","Total people - age group",96,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1068","Wellsford","999999","Total people - age group",1713,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1074","Point Wells","999999","Total people - age group",393,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1075","Leigh","999999","Total people - age group",570,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1076","Ti Point","999999","Total people - age group",105,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1077","Rainbows End","999999","Total people - age group",81,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1082","Snells Beach","999999","Total people - age group",2931,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1083","Kaukapakapa","999999","Total people - age group",609,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1084","Puhoi","999999","Total people - age group",297,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1085","Helensville","999999","Total people - age group",2643,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1090","Kawau Island","999999","Total people - age group",78,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1091","Waimauku","999999","Total people - age group",1173,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1092","Muriwai","999999","Total people - age group",1131,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1093","Hibiscus Coast","999999","Total people - age group",42876,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1094","Kumeu-Huapai","999999","Total people - age group",1410,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1099","Bethells Beach","999999","Total people - age group",255,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1100","Okura","999999","Total people - age group",357,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1101","Paremoremo","999999","Total people - age group",519,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1102","Piha","999999","Total people - age group",858,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1107","Medlands Beach","999999","Total people - age group",87,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1108","Auckland","999999","Total people - age group",1223748,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1109","Tryphena","999999","Total people - age group",177,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1110","Grahams Beach","999999","Total people - age group",138,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1115","Beachlands-Pine Harbour","999999","Total people - age group",4572,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1116","Maraetai","999999","Total people - age group",2199,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1117","Glenbrook Beach","999999","Total people - age group",300,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1118","Waiau Pa","999999","Total people - age group",327,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1119","Kingseat","999999","Total people - age group",471,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1124","Kawakawa Bay","999999","Total people - age group",600,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1125","Pukekohe","999999","Total people - age group",20526,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1126","Orere Point","999999","Total people - age group",288,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1127","Bombay","999999","Total people - age group",459,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1132","Inlets Thames-Coromandel District","999999","Total people - age group",9,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1133","Kuaotunu","999999","Total people - age group",210,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1134","Whitianga","999999","Total people - age group",4410,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1135","Tapu","999999","Total people - age group",210,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1141","Hahei","999999","Total people - age group",231,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1142","Thames","999999","Total people - age group",6951,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1143","Tairua","999999","Total people - age group",1227,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1144","Pauanui","999999","Total people - age group",825,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1149","Ngatea","999999","Total people - age group",1269,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1150","Turua","999999","Total people - age group",378,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1151","Kerepehi","999999","Total people - age group",405,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1152","Other rural Hauraki District","999999","Total people - age group",6123,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1157","Waihi","999999","Total people - age group",4662,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1158","Port Waikato","999999","Total people - age group",471,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1159","Tuakau","999999","Total people - age group",4269,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1160","Pokeno","999999","Total people - age group",600,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1166","Huntly","999999","Total people - age group",6852,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1167","Raglan","999999","Total people - age group",2706,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1168","Taupiri","999999","Total people - age group",417,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1169","Ngaruawahia","999999","Total people - age group",5361,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1174","Te Aroha","999999","Total people - age group",4002,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1175","Waitoa","999999","Total people - age group",282,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1176","Waihou","999999","Total people - age group",270,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1177","Other rural Matamata-Piako District","999999","Total people - age group",12423,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1182","Ngahinapouri Settlement","999999","Total people - age group",162,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1183","Rukuhia","999999","Total people - age group",132,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1184","Pirongia","999999","Total people - age group",1122,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1185","Ohaupo","999999","Total people - age group",516,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1191","Kawhia","999999","Total people - age group",336,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1192","Inlets Otorohanga District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1193","Otorohanga","999999","Total people - age group",2625,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1194","Other rural Otorohanga District","999999","Total people - age group",6174,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1199","Tokoroa","999999","Total people - age group",12336,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1200","Taharoa","999999","Total people - age group",180,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1201","Inlet Waitomo District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1202","Mokau","999999","Total people - age group",108,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1207","Mangakino","999999","Total people - age group",741,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1208","Whakamaru","999999","Total people - age group",162,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1209","Atiamuri","999999","Total people - age group",63,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1210","Kinloch","999999","Total people - age group",489,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1211","Kuratau","999999","Total people - age group",93,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1216","Motuoapa","999999","Total people - age group",237,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1217","Turangi","999999","Total people - age group",2952,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1218","Oruatua-Te Rangiita-Waitetoko","999999","Total people - age group",147,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1219","Five Mile Bay-Waitahanui","999999","Total people - age group",414,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1224","Bowentown","999999","Total people - age group",279,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1225","Ongare Point-Kauri Point","999999","Total people - age group",273,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1226","Katikati","999999","Total people - age group",4095,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1227","Fairview","999999","Total people - age group",51,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1233","Other rural Western Bay of Plenty District","999999","Total people - age group",23673,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1234","Te Puke","999999","Total people - age group",7389,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1235","Maketu","999999","Total people - age group",1047,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1236","Paengaroa","999999","Total people - age group",654,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1237","Pukehina Beach","999999","Total people - age group",615,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1242","Ngongotaha","999999","Total people - age group",4254,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1243","Okere Falls","999999","Total people - age group",315,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1244","Mourea","999999","Total people - age group",336,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1245","Tikitere","999999","Total people - age group",675,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1250","Other rural Rotorua District","999999","Total people - age group",7329,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1251","Lake Tarawera","999999","Total people - age group",207,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1252","Rotoma","999999","Total people - age group",174,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1253","Kaingaroa","999999","Total people - age group",426,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1259","Taneatua","999999","Total people - age group",786,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1260","Inlet Whakatane District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1261","Other rural Whakatane District","999999","Total people - age group",10380,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1262","Murupara","999999","Total people - age group",1671,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1267","Te Kaha","999999","Total people - age group",387,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1268","Other rural Opotiki District","999999","Total people - age group",3822,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1269","Hicks Bay","999999","Total people - age group",153,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1270","Te Araroa","999999","Total people - age group",162,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1275","Patutahi","999999","Total people - age group",318,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1276","Manutuke","999999","Total people - age group",384,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1277","Tolaga Bay","999999","Total people - age group",747,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1278","Gisborne","999999","Total people - age group",31233,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1284","Nuhaka","999999","Total people - age group",210,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1285","Mahia Beach","999999","Total people - age group",186,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1286","Other rural Hastings District","999999","Total people - age group",15036,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1287","Whirinaki","999999","Total people - age group",339,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1292","Havelock North","999999","Total people - age group",13167,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1293","Te Awanga","999999","Total people - age group",729,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1294","Waimarama","999999","Total people - age group",183,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1295","Inlet Napier City","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1300","Otane","999999","Total people - age group",543,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1301","Waipawa","999999","Total people - age group",1971,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1302","Waipukurau","999999","Total people - age group",3891,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1303","Other rural Central Hawke's Bay District","999999","Total people - age group",5361,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1309","Lepperton","999999","Total people - age group",321,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1310","Egmont Village","999999","Total people - age group",279,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1311","Onaero Beach","999999","Total people - age group",78,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1312","Urenui","999999","Total people - age group",429,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1317","Other rural Stratford District","999999","Total people - age group",3291,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1318","Opunake","999999","Total people - age group",1335,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1319","Kaponga","999999","Total people - age group",294,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1320","Manaia","999999","Total people - age group",966,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1325","Other rural South Taranaki District","999999","Total people - age group",9897,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1326","Patea","999999","Total people - age group",1098,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1327","Waverley","999999","Total people - age group",798,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1328","Waitotara","999999","Total people - age group",66,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1329","Waiinu Beach","999999","Total people - age group",69,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1334","Raurimu","999999","Total people - age group",63,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1335","National Park","999999","Total people - age group",174,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1336","Raetihi","999999","Total people - age group",1002,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1337","Ohakune","999999","Total people - age group",984,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1342","Whanganui","999999","Total people - age group",36642,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1343","Ratana","999999","Total people - age group",327,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1344","Koitiata","999999","Total people - age group",108,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1345","Other rural Rangitikei District","999999","Total people - age group",5094,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1350","Bulls","999999","Total people - age group",1590,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1351","Tangimoana","999999","Total people - age group",228,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1352","Ohakea","999999","Total people - age group",249,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1353","Halcombe","999999","Total people - age group",390,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1354","Sanson","999999","Total people - age group",537,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1359","Kimbolton","999999","Total people - age group",204,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1360","Pohangina","999999","Total people - age group",186,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1361","Hiwinui","999999","Total people - age group",243,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1362","Bunnythorpe","999999","Total people - age group",675,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1367","Woodville","999999","Total people - age group",1401,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1368","Norsewood","999999","Total people - age group",111,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1369","Dannevirke","999999","Total people - age group",5079,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1370","Pahiatua","999999","Total people - age group",2403,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1375","Foxton Beach","999999","Total people - age group",1620,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1376","Waitarere Beach","999999","Total people - age group",585,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1377","Foxton","999999","Total people - age group",2883,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1378","Hokio Beach","999999","Total people - age group",198,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1379","Waikawa Beach","999999","Total people - age group",102,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1384","Tokomaru","999999","Total people - age group",486,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1385","Manakau","999999","Total people - age group",333,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1386","Mangaore","999999","Total people - age group",78,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1387","Otaki Beach","999999","Total people - age group",1620,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1392","Paekakariki","999999","Total people - age group",1668,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1393","Other rural Kapiti Coast District","999999","Total people - age group",3567,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1394","Porirua","999999","Total people - age group",50427,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1395","Inlet Porirua City","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1401","Other rural Wellington City","999999","Total people - age group",852,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1402","Wellington","999999","Total people - age group",190104,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1403","Masterton","999999","Total people - age group",18177,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1404","Other rural Masterton District","999999","Total people - age group",5136,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1409","Inland water South Wairarapa District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1410","Greytown","999999","Total people - age group",2238,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1411","Martinborough","999999","Total people - age group",1473,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1412","Other rural South Wairarapa District","999999","Total people - age group",3567,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1417","Islands Bay of Plenty Region","999999","Total people - age group",27,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1418","Inlet Hawke's Bay Region","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1419","Inlet Wellington Region","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1420","Island Hawke's Bay Region","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2006","Pohara","999999","Total people - age group",507,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2007","Marahau","999999","Total people - age group",198,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2008","Kaiteriteri","999999","Total people - age group",354,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2009","Riwaka","999999","Total people - age group",660,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2014","Ruby Bay","999999","Total people - age group",618,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2015","Murchison","999999","Total people - age group",435,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2016","Mapua","999999","Total people - age group",1107,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2017","Wakefield","999999","Total people - age group",2301,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2022","St Arnaud","999999","Total people - age group",105,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2023","Inlets Nelson City","999999","Total people - age group",3,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2024","Nelson","999999","Total people - age group",44271,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2025","Other rural Nelson City","999999","Total people - age group",1704,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2026","Okiwi Bay","999999","Total people - age group",81,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2031","Wairau Valley","999999","Total people - age group",210,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2032","Ngakuta Bay","999999","Total people - age group",63,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2033","Picton","999999","Total people - age group",4014,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2034","Other rural Marlborough District","999999","Total people - age group",8550,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2039","Marlborough Ridge","999999","Total people - age group",132,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2040","Rarangi","999999","Total people - age group",573,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2041","Grovetown","999999","Total people - age group",300,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2042","Blenheim","999999","Total people - age group",24612,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2047","Kaikoura","999999","Total people - age group",2010,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2048","Karamea","999999","Total people - age group",378,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2049","Inlets Buller District","999999","Total people - age group",3,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2050","Carters Beach","999999","Total people - age group",339,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2051","Westport","999999","Total people - age group",4755,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2056","Reefton","999999","Total people - age group",1056,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2057","Runanga","999999","Total people - age group",1248,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2058","Greymouth","999999","Total people - age group",8118,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2059","Blackball","999999","Total people - age group",276,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2064","Inland water Grey District","999999","Total people - age group",6,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2065","Gloriavale","999999","Total people - age group",495,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2066","Haast","999999","Total people - age group",54,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2067","Inlets Westland District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2072","Inland water Westland District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2073","Fox Glacier","999999","Total people - age group",234,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2074","Other rural Westland District","999999","Total people - age group",3576,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2075","Franz Josef","999999","Total people - age group",327,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2076","Harihari","999999","Total people - age group",243,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2081","Culverden","999999","Total people - age group",363,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2082","Hawarden","999999","Total people - age group",234,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2083","Waiau","999999","Total people - age group",261,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2084","Waikari","999999","Total people - age group",264,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2089","Cheviot","999999","Total people - age group",369,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2090","Leithfield Beach","999999","Total people - age group",402,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2091","Oxford","999999","Total people - age group",1929,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2092","Other rural Waimakariri District","999999","Total people - age group",17208,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2098","Waikuku Beach","999999","Total people - age group",900,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2099","Woodend","999999","Total people - age group",2739,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2100","Pegasus","999999","Total people - age group",1017,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2101","Woodend Beach","999999","Total people - age group",243,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2107","Governors Bay","999999","Total people - age group",816,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2108","Lyttelton","999999","Total people - age group",2766,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2109","Diamond Harbour","999999","Total people - age group",1305,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2110","Purau","999999","Total people - age group",51,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2115","Little River","999999","Total people - age group",279,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2116","Duvauchelle","999999","Total people - age group",210,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2117","Takamatua","999999","Total people - age group",135,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2118","Akaroa","999999","Total people - age group",645,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2124","Sheffield and Waddington","999999","Total people - age group",273,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2125","Glentunnel","999999","Total people - age group",150,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2126","Coalgate","999999","Total people - age group",312,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2127","Hororata","999999","Total people - age group",180,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2132","Burnham Camp","999999","Total people - age group",1089,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2133","Inland water Selwyn District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2134","Rolleston","999999","Total people - age group",9606,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2135","Prebbleton","999999","Total people - age group",2772,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2140","Southbridge","999999","Total people - age group",861,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2141","Selwyn Huts","999999","Total people - age group",60,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2142","Tai Tapu","999999","Total people - age group",477,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2143","Inland water Ashburton District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2144","Other rural Ashburton District","999999","Total people - age group",9516,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2149","Rakaia","999999","Total people - age group",1272,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2150","Lake Hood","999999","Total people - age group",213,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2151","Other rural Timaru District","999999","Total people - age group",8517,
