"ETHNICITY","Ethnic group","YEAR","Year","SEX","Sex","AREA","Area","AGE","Age group",Value,Flags
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1044","Ngunguru","1","Under 15 years",165,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1044","Ngunguru","1","Under 15 years",198,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1044","Ngunguru","1","Under 15 years",267,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1045","Inlets Whangarei District","1","Under 15 years",3,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1045","Inlets Whangarei District","1","Under 15 years",0,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1045","Inlets Whangarei District","1","Under 15 years",3,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1046","Tutukaka","1","Under 15 years",75,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1046","Tutukaka","1","Under 15 years",72,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1046","Tutukaka","1","Under 15 years",96,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1047","Pataua","1","Under 15 years",48,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1047","Pataua","1","Under 15 years",21,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1047","Pataua","1","Under 15 years",39,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1048","Parua Bay","1","Under 15 years",99,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1048","Parua Bay","1","Under 15 years",141,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1048","Parua Bay","1","Under 15 years",162,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1053","Waipu Cove-Langs Beach","1","Under 15 years",33,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1053","Waipu Cove-Langs Beach","1","Under 15 years",27,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1053","Waipu Cove-Langs Beach","1","Under 15 years",27,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1054","Baylys Beach","1","Under 15 years",57,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1054","Baylys Beach","1","Under 15 years",48,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1054","Baylys Beach","1","Under 15 years",42,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1055","Dargaville","1","Under 15 years",1008,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1055","Dargaville","1","Under 15 years",876,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1055","Dargaville","1","Under 15 years",936,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1056","Te Kopuru","1","Under 15 years",105,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1056","Te Kopuru","1","Under 15 years",111,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1056","Te Kopuru","1","Under 15 years",117,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1061","Maungaturoto","1","Under 15 years",219,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1061","Maungaturoto","1","Under 15 years",195,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1061","Maungaturoto","1","Under 15 years",201,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1062","Kaiwaka","1","Under 15 years",159,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1062","Kaiwaka","1","Under 15 years",135,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1062","Kaiwaka","1","Under 15 years",174,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1063","Mangawhai Heads","1","Under 15 years",150,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1063","Mangawhai Heads","1","Under 15 years",168,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1063","Mangawhai Heads","1","Under 15 years",306,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1064","Mangawhai","1","Under 15 years",72,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1064","Mangawhai","1","Under 15 years",87,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1064","Mangawhai","1","Under 15 years",168,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1069","Kaipara Flats","1","Under 15 years",42,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1069","Kaipara Flats","1","Under 15 years",36,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1069","Kaipara Flats","1","Under 15 years",42,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1070","Shelly Beach","1","Under 15 years",36,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1070","Shelly Beach","1","Under 15 years",51,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1070","Shelly Beach","1","Under 15 years",54,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1071","Warkworth","1","Under 15 years",720,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1071","Warkworth","1","Under 15 years",867,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1071","Warkworth","1","Under 15 years",1002,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1072","Matakana","1","Under 15 years",81,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1072","Matakana","1","Under 15 years",81,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1072","Matakana","1","Under 15 years",111,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1073","Whangateau","1","Under 15 years",15,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1073","Whangateau","1","Under 15 years",12,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1073","Whangateau","1","Under 15 years",15,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1078","Omaha","1","Under 15 years",63,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1078","Omaha","1","Under 15 years",108,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1078","Omaha","1","Under 15 years",108,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1079","Sandspit","1","Under 15 years",69,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1079","Sandspit","1","Under 15 years",51,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1079","Sandspit","1","Under 15 years",51,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1080","Baddeleys Beach-Campbells Beach","1","Under 15 years",12,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1080","Baddeleys Beach-Campbells Beach","1","Under 15 years",3,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1080","Baddeleys Beach-Campbells Beach","1","Under 15 years",9,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1081","Parakai","1","Under 15 years",189,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1081","Parakai","1","Under 15 years",240,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1081","Parakai","1","Under 15 years",261,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1086","Scotts Landing-Mahurangi East","1","Under 15 years",21,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1086","Scotts Landing-Mahurangi East","1","Under 15 years",30,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1086","Scotts Landing-Mahurangi East","1","Under 15 years",12,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1087","Algies Bay","1","Under 15 years",114,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1087","Algies Bay","1","Under 15 years",120,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1087","Algies Bay","1","Under 15 years",123,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1088","Mahurangi West","1","Under 15 years",12,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1088","Mahurangi West","1","Under 15 years",3,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1088","Mahurangi West","1","Under 15 years",12,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1089","Waiwera","1","Under 15 years",30,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1089","Waiwera","1","Under 15 years",21,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1089","Waiwera","1","Under 15 years",21,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1095","Stillwater","1","Under 15 years",213,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1095","Stillwater","1","Under 15 years",177,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1095","Stillwater","1","Under 15 years",204,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1096","Inlets Auckland","1","Under 15 years",6,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1096","Inlets Auckland","1","Under 15 years",3,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1096","Inlets Auckland","1","Under 15 years",3,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1097","Riverhead","1","Under 15 years",354,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1097","Riverhead","1","Under 15 years",384,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1097","Riverhead","1","Under 15 years",699,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1098","Other rural Auckland","1","Under 15 years",15312,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1098","Other rural Auckland","1","Under 15 years",14430,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1098","Other rural Auckland","1","Under 15 years",15189,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1103","Karekare","1","Under 15 years",39,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1103","Karekare","1","Under 15 years",51,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1103","Karekare","1","Under 15 years",60,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1104","Inland water Auckland","1","Under 15 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1104","Inland water Auckland","1","Under 15 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1104","Inland water Auckland","1","Under 15 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1105","Huia","1","Under 15 years",114,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1105","Huia","1","Under 15 years",120,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1105","Huia","1","Under 15 years",120,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1106","Parau","1","Under 15 years",108,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1106","Parau","1","Under 15 years",111,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1106","Parau","1","Under 15 years",108,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1111","Waiheke West","1","Under 15 years",1332,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1111","Waiheke West","1","Under 15 years",1317,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1111","Waiheke West","1","Under 15 years",1263,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1112","Matakawau Point","1","Under 15 years",18,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1112","Matakawau Point","1","Under 15 years",6,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1112","Matakawau Point","1","Under 15 years",12,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1113","Omiha","1","Under 15 years",51,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1113","Omiha","1","Under 15 years",57,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1113","Omiha","1","Under 15 years",72,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1114","Clarks Beach","1","Under 15 years",324,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1114","Clarks Beach","1","Under 15 years",315,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1114","Clarks Beach","1","Under 15 years",261,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1120","Clevedon","1","Under 15 years",150,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1120","Clevedon","1","Under 15 years",135,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1120","Clevedon","1","Under 15 years",126,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1121","Waiuku","1","Under 15 years",1830,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1121","Waiuku","1","Under 15 years",1980,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1121","Waiuku","1","Under 15 years",1977,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1122","Patumahoe Village","1","Under 15 years",153,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1122","Patumahoe Village","1","Under 15 years",177,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1122","Patumahoe Village","1","Under 15 years",306,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1123","Paerata","1","Under 15 years",99,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1123","Paerata","1","Under 15 years",96,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1123","Paerata","1","Under 15 years",93,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1128","Coromandel","1","Under 15 years",252,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1128","Coromandel","1","Under 15 years",255,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1128","Coromandel","1","Under 15 years",258,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1129","Whangapoua","1","Under 15 years",12,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1129","Whangapoua","1","Under 15 years",3,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1129","Whangapoua","1","Under 15 years",12,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1130","Matarangi","1","Under 15 years",36,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1130","Matarangi","1","Under 15 years",39,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1130","Matarangi","1","Under 15 years",42,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1131","Rings Beach","1","Under 15 years",24,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1131","Rings Beach","1","Under 15 years",12,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1131","Rings Beach","1","Under 15 years",12,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1136","Cooks Beach-Ferry Landing","1","Under 15 years",48,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1136","Cooks Beach-Ferry Landing","1","Under 15 years",36,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1136","Cooks Beach-Ferry Landing","1","Under 15 years",54,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1137","Waiomu","1","Under 15 years",72,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1137","Waiomu","1","Under 15 years",36,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1137","Waiomu","1","Under 15 years",42,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1138","Other rural Thames-Coromandel District","1","Under 15 years",1068,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1138","Other rural Thames-Coromandel District","1","Under 15 years",897,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1138","Other rural Thames-Coromandel District","1","Under 15 years",924,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1139","Te Puru","1","Under 15 years",96,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1139","Te Puru","1","Under 15 years",81,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1139","Te Puru","1","Under 15 years",66,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1140","Thornton Bay-Ngarimu Bay","1","Under 15 years",45,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1140","Thornton Bay-Ngarimu Bay","1","Under 15 years",33,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1140","Thornton Bay-Ngarimu Bay","1","Under 15 years",24,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2027","Rai Valley","1","Under 15 years",39,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2028","Havelock","1","Under 15 years",84,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2029","Inlets Marlborough District","1","Under 15 years",3,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2030","Anakiwa","1","Under 15 years",33,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2035","Renwick","1","Under 15 years",435,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2036","Tuamarina","1","Under 15 years",57,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2037","Woodbourne","1","Under 15 years",123,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2038","Spring Creek","1","Under 15 years",135,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2043","Seddon","1","Under 15 years",111,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2044","Inland water Marlborough District","1","Under 15 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2045","Ward","1","Under 15 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2046","Other rural Kaikoura District","1","Under 15 years",285,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2052","Ngakawau","1","Under 15 years",45,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2053","Granity","1","Under 15 years",36,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2054","Waimangaroa","1","Under 15 years",54,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2055","Other rural Buller District","1","Under 15 years",600,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2060","Dobson","1","Under 15 years",153,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2061","Ahaura","1","Under 15 years",24,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2062","Other rural Grey District","1","Under 15 years",522,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2063","Moana","1","Under 15 years",9,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2068","Hokitika","1","Under 15 years",606,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2069","Kaniere","1","Under 15 years",72,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2070","Ross","1","Under 15 years",51,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2071","Kumara","1","Under 15 years",57,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2077","Inland water Hurunui District","1","Under 15 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2077","Inland water Hurunui District","1","Under 15 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2078","Hanmer Springs","1","Under 15 years",126,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2078","Hanmer Springs","1","Under 15 years",153,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2079","Other rural Hurunui District","1","Under 15 years",1329,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2079","Other rural Hurunui District","1","Under 15 years",1275,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2080","Rotherham","1","Under 15 years",18,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2080","Rotherham","1","Under 15 years",24,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2085","Waipara","1","Under 15 years",60,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2085","Waipara","1","Under 15 years",57,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2086","Amberley","1","Under 15 years",240,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2086","Amberley","1","Under 15 years",270,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2087","Leithfield","1","Under 15 years",93,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2087","Leithfield","1","Under 15 years",114,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2088","Amberley Beach","1","Under 15 years",18,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2088","Amberley Beach","1","Under 15 years",24,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2093","Cust","1","Under 15 years",90,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2093","Cust","1","Under 15 years",63,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2094","Ashley","1","Under 15 years",90,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2094","Ashley","1","Under 15 years",72,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2095","Sefton","1","Under 15 years",60,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2095","Sefton","1","Under 15 years",45,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2096","Rangiora","1","Under 15 years",2628,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2096","Rangiora","1","Under 15 years",2964,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2097","Waikuku","1","Under 15 years",24,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2097","Waikuku","1","Under 15 years",21,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2102","Kaiapoi","1","Under 15 years",2331,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2102","Kaiapoi","1","Under 15 years",1785,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2103","The Pines Beach","1","Under 15 years",102,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2103","The Pines Beach","1","Under 15 years",60,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2105","Spencerville","1","Under 15 years",174,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2105","Spencerville","1","Under 15 years",123,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2106","Christchurch","1","Under 15 years",63468,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2106","Christchurch","1","Under 15 years",58968,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2111","Inland water Christchurch City","1","Under 15 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2111","Inland water Christchurch City","1","Under 15 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2112","Other rural Christchurch City","1","Under 15 years",858,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2112","Other rural Christchurch City","1","Under 15 years",729,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2113","Inlets Christchurch City","1","Under 15 years",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2113","Inlets Christchurch City","1","Under 15 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2114","Birdlings Flat","1","Under 15 years",36,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2114","Birdlings Flat","1","Under 15 years",24,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2119","Arthurs Pass","1","Under 15 years",6,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2119","Arthurs Pass","1","Under 15 years",9,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2120","Castle Hill","1","Under 15 years",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2120","Castle Hill","1","Under 15 years",21,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2121","Other rural Selwyn District","1","Under 15 years",3318,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2121","Other rural Selwyn District","1","Under 15 years",3576,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2122","Springfield","1","Under 15 years",45,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2122","Springfield","1","Under 15 years",36,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2123","Malvern Hills-Whitecliffs","1","Under 15 years",30,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2123","Malvern Hills-Whitecliffs","1","Under 15 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2128","Darfield","1","Under 15 years",429,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2128","Darfield","1","Under 15 years",471,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2129","Kirwee","1","Under 15 years",147,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2129","Kirwee","1","Under 15 years",177,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2130","West Melton","1","Under 15 years",75,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2130","West Melton","1","Under 15 years",201,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2131","Dunsandel","1","Under 15 years",75,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2131","Dunsandel","1","Under 15 years",108,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2131","Dunsandel","1","Under 15 years",102,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2136","Springston","1","Under 15 years",87,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2136","Springston","1","Under 15 years",129,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2136","Springston","1","Under 15 years",147,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2137","Leeston","1","Under 15 years",285,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2137","Leeston","1","Under 15 years",348,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2137","Leeston","1","Under 15 years",498,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2138","Doyleston","1","Under 15 years",63,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2138","Doyleston","1","Under 15 years",69,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2138","Doyleston","1","Under 15 years",72,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2139","Lincoln","1","Under 15 years",540,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2139","Lincoln","1","Under 15 years",708,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2139","Lincoln","1","Under 15 years",1356,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2145","Mount Somers","1","Under 15 years",18,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2145","Mount Somers","1","Under 15 years",27,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2145","Mount Somers","1","Under 15 years",33,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2146","Methven","1","Under 15 years",285,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2146","Methven","1","Under 15 years",378,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2146","Methven","1","Under 15 years",351,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2147","Hinds","1","Under 15 years",75,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2147","Hinds","1","Under 15 years",72,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2147","Hinds","1","Under 15 years",54,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2148","Ashburton","1","Under 15 years",2976,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2148","Ashburton","1","Under 15 years",3381,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2148","Ashburton","1","Under 15 years",3639,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1055","Dargaville","2","15-29 years",711,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1056","Te Kopuru","2","15-29 years",63,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1061","Maungaturoto","2","15-29 years",189,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1062","Kaiwaka","2","15-29 years",84,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1063","Mangawhai Heads","2","15-29 years",90,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1064","Mangawhai","2","15-29 years",39,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1069","Kaipara Flats","2","15-29 years",24,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1070","Shelly Beach","2","15-29 years",15,
